0.014898 0.128377 2.929589
0.015506 0.128377 6.354750
0.016114 27.393832 11.276684
0.016722 61.127465 15.684299
0.017330 117.126612 16.765425
0.017938 171.551183 6.607949
0.018546 198.526714 5.240096
0.019155 219.808965 4.400213
0.019763 239.950340 4.792410
0.020371 251.031671 2.711179
0.020979 274.170661 2.970350
0.021587 280.029239 2.259893
0.022195 293.412941 1.886581
0.022803 303.419734 1.660368
0.023411 311.601732 1.669957
0.024019 319.414916 1.083766
0.024627 327.778497 1.295609
0.025235 332.574200 0.873046
0.025843 338.597217 0.835351
0.026452 344.213509 0.717706
0.027060 347.130142 0.623166
0.027668 352.036756 0.486120
0.028276 355.601543 0.528990
0.028884 358.454776 0.433279
0.029492 361.455464 0.422246
0.030100 364.516273 0.449332
0.030708 365.912540 0.313630
0.031316 368.931543 0.318775
0.031924 370.306509 0.294558
0.032532 372.095934 0.905548
0.033140 362.721113 2.639719
0.033748 350.680336 3.810696
0.034357 336.755015 3.677514
0.034965 309.820723 2.541098
0.035573 302.213251 1.776617
0.036181 298.306515 0.587293
0.036789 291.909919 0.495556
0.037397 287.081347 0.495655
0.038005 282.258711 0.569358
0.038613 278.058612 0.475235
0.039221 272.081085 0.544463
0.039829 268.892671 0.464146
0.040437 262.692881 0.468740
0.041045 258.276867 0.521257
0.041654 254.046141 0.552640
0.042262 249.317971 0.434872
0.042870 244.402211 0.534880
0.043478 240.337134 0.468923
0.044086 235.946915 0.455987
0.044694 231.089033 0.438381
0.045302 227.350837 0.439561
0.045910 222.214790 0.378554
0.046518 218.550070 0.437479
0.047126 214.292467 0.422967
0.047734 210.542137 0.407272
0.048342 206.153669 0.399240
0.048950 203.386504 0.375596
0.049559 198.902365 0.356913
0.050167 195.231027 0.360479
0.050775 191.796025 0.396767
0.051383 187.912930 0.314897
0.051991 183.964730 0.385888
0.052599 180.750211 0.324512
0.053207 177.012164 0.350769
0.053815 173.573701 0.310703
0.054423 170.823726 0.313499
0.055031 166.402621 0.308866
0.055639 163.935278 0.337238
0.056247 160.426532 0.279504
0.056855 157.820736 0.307485
0.057463 154.353993 0.270308
0.058072 151.988705 0.275670
0.058680 148.714577 0.283960
0.059288 145.934957 0.269889
0.059896 143.653484 0.286350
0.060504 140.731842 0.243976
0.061112 138.334213 0.288961
0.061720 135.638213 0.240766
0.062328 132.960500 0.235154
0.062936 130.145741 0.237958
0.063544 128.009223 0.213634
0.064152 125.374329 0.204635
0.064760 123.159985 0.219541
0.065368 120.968269 0.207736
0.065977 118.780451 0.196112
0.066585 116.383264 0.201684
0.067193 114.319326 0.189575
0.067801 112.197236 0.195243
0.068409 110.287712 0.200052
0.069017 108.344949 0.193384
0.069625 106.330828 0.170036
0.070233 104.515792 0.209479
0.070841 102.668187 0.182930
0.071449 100.939489 0.183682
0.072057 99.167267 0.153190
0.072665 97.605397 0.176894
0.073273 95.527243 0.155724
0.073881 94.361858 0.183495
0.074490 92.491423 0.166872
0.075098 91.139888 0.157221
0.075706 89.527570 0.161228
0.076314 88.020377 0.149562
0.076922 86.567036 0.138225
0.077530 85.061170 0.143192
0.078138 83.630254 0.147157
0.078746 82.157650 0.142726
0.079354 80.829261 0.133293
0.079962 79.545701 0.129299
0.080570 78.040093 0.139210
0.081178 76.993655 0.129240
0.081786 75.639370 0.125918
0.082394 74.364930 0.125230
0.083002 73.517918 0.125452
